DeviceType,UsageHoursPerDay,EnergyConsumption,UserPreferences,MalfunctionIncidents,DeviceAgeMonths,SmartHomeEfficiency
Thermostat,17.86631348417173,6.543746502726308,0,0,56,0
Security System,9.826867488285597,1.8602035517959628,0,1,11,1
Security System,6.678719819355456,0.6072714573496045,0,4,34,1
Thermostat,9.324217617486925,6.861319776066442,1,0,19,1
Security System,12.197279244762065,2.585682337890519,0,4,26,1
Security System,8.563214635799723,5.046735412917629,0,1,26,0
Smart Speaker,6.184785655906309,7.492793047874683,0,4,17,1
Lights,9.864797676893538,5.670401128497698,1,2,31,0
Thermostat,0.9505634026226086,0.9246955728067844,1,1,19,0
Smart Speaker,18.653699383263376,1.9372443441571985,1,4,44,0
Lights,4.517204998838266,2.2713490219060994,0,0,20,0
Security System,1.5317584203199752,2.652856111083965,0,3,59,0
Security System,15.861919283269362,5.697493580309992,0,3,23,0
Smart Speaker,18.6874990273563,5.089261220271395,1,1,25,0
Security System,19.62498459243181,2.1112843798056686,1,3,28,1
Camera,12.0974657925241,0.768792950211302,1,2,37,1
Smart Speaker,5.326152340214654,1.797178824299709,1,1,12,0
Lights,17.82485041537093,9.845374994924171,1,0,48,1
Smart Speaker,16.943257313126924,4.738614802935575,1,0,1,1
Thermostat,6.287362251424571,8.686720496550913,0,1,2,1
Smart Speaker,21.730082262775635,8.502649420021548,1,3,10,1
Security System,2.9527292649464814,5.16404361888245,1,3,34,0
Security System,23.593173630396155,7.096208313759381,1,0,32,1
Camera,20.715823557970417,2.008244903085852,1,2,25,0
Camera,16.665618168758268,6.915127378776392,0,3,10,1
Camera,22.560622374576077,2.7966073347065663,0,2,55,1
Lights,17.474312455607134,8.337414757866092,1,3,50,0
Camera,4.97573943020608,0.928868917778208,0,1,1,0
Lights,10.890669245651075,7.754072861564247,0,4,32,0
Camera,2.180321071793431,1.0893753750293331,0,0,37,1
Lights,9.656949423770712,8.823773445253659,0,1,12,1
Smart Speaker,17.927670963824404,3.111624729536537,0,3,49,1
Smart Speaker,9.581418746874208,6.5784943118226895,0,0,57,0
Security System,8.261913123501152,4.92627255834077,0,4,51,0
Lights,14.490859478992329,3.726401138097156,1,4,18,0
Thermostat,20.99680643147403,6.489874148516615,0,3,30,0
Security System,1.618205024833642,9.480477507457255,1,0,13,0
Smart Speaker,9.558555215443782,0.5085704990087564,0,3,54,1
Lights,4.218657432658674,9.196643273242731,0,4,3,0
Camera,16.840824892198935,6.129908384708034,0,1,21,0
Thermostat,2.9845271701316696,8.092411577613618,1,1,42,1
Smart Speaker,16.122982326635746,3.900362038999348,0,2,14,0
Security System,7.225250463750823,4.771245450892375,1,4,40,0
Lights,5.174545122824781,8.701622442831523,0,4,10,0
Thermostat,22.50428510888716,4.206994901117248,0,3,2,0
Lights,0.9353275535299628,5.393129710815941,1,2,45,1
Camera,10.78776588940487,0.2999297385348958,0,2,37,0
Security System,1.0082343228521538,1.6701202577966188,0,0,11,1
Lights,11.864436630451731,6.452696428950517,0,3,56,0
Smart Speaker,12.274613378168828,7.198071320532383,1,1,1,1
Security System,8.059068077776555,5.8677492741665445,0,0,26,1
Smart Speaker,3.605801771838056,1.5187693591285458,0,2,42,0
Lights,9.34510713676017,4.509513742920564,0,1,59,1
Security System,16.298179088415303,3.61543818699558,1,4,13,1
Smart Speaker,18.88630150314479,5.007047305947374,0,3,28,1
Camera,12.972639156121344,8.716257442085533,1,2,36,0
Camera,14.361108269334256,7.781028242720653,0,4,21,1
Lights,5.214484721429338,0.9314960637526736,0,2,10,1
Security System,7.252262830849762,8.914061057968187,1,1,12,1
Thermostat,4.304546836230423,4.770494796383254,1,0,46,0
Security System,6.358440725108366,7.464235234371385,1,1,27,0
Camera,5.7848393352999965,1.4863883895170864,1,3,3,1
Smart Speaker,12.707046480194084,6.740123304499776,1,3,28,1
Thermostat,13.72318576108214,2.4396275743336338,0,2,2,0
Lights,22.70626438930536,4.439970881695222,0,1,28,1
Thermostat,5.095910206885792,0.2669424138128337,1,0,51,0
Lights,15.579379188795157,1.6009453155117128,0,3,31,1
Thermostat,19.70559282120679,1.0115968819238357,0,0,43,1
Lights,13.665674398901734,2.4734673120887587,1,4,21,0
Lights,6.492585833775279,1.0901790912407905,1,2,7,0
Thermostat,6.669930405470005,6.949909263533663,1,0,50,1
Thermostat,1.4224467471684978,0.3874950318712717,0,2,31,0
Lights,7.67793932388932,6.215630956187479,1,4,14,1
Camera,17.998186456579433,1.4930075251731854,0,0,39,1
Thermostat,1.616667294367094,9.45709842606118,1,0,54,0
Security System,5.65343913886352,9.337631323787557,1,4,39,1
Smart Speaker,17.096463715496874,2.33248071495753,1,1,55,1
Lights,18.8923117263376,6.182770852407992,1,0,9,0
Lights,11.199982636455315,0.3772526627773385,0,0,23,1
Smart Speaker,16.90474695424825,9.324706576206625,0,3,12,1
Camera,9.616875963389962,5.277574351097925,0,1,29,1
Smart Speaker,4.257961258066997,0.5279091990360121,1,0,38,1
Thermostat,9.856513097788303,3.4907499307805603,0,4,58,0
Smart Speaker,14.129243774773856,0.8608096724262186,0,2,56,1
Lights,22.77925212354292,3.990149949796263,0,4,39,1
Smart Speaker,2.115647374083917,6.732270787397098,1,1,22,1
Security System,12.423761205356572,4.751910089610252,0,3,4,1
Thermostat,8.229614787952023,3.8988495297225993,1,3,48,0
Smart Speaker,12.44532481550232,1.2796547508506018,1,3,7,0
Lights,1.0634230133484943,2.524896552367198,0,4,40,0
Thermostat,7.856095835487161,1.091418548609676,0,2,8,1
Lights,19.76690146688462,8.094237443400942,1,2,52,1
Camera,13.517630745583984,1.4388742970487536,1,0,58,0
Security System,11.08868858117876,5.994196328834046,1,2,57,0
Camera,7.20983918531048,3.4931300945295742,0,2,35,1
Security System,7.503999285596864,2.337186008086317,1,0,9,0
Smart Speaker,9.502883689378734,6.430737550971827,1,4,51,1
Thermostat,20.13591168416717,4.624322862831712,1,4,13,1
Smart Speaker,23.229510359994308,4.061440126117136,0,1,39,1
Security System,10.8084014617338,5.969234848432993,1,4,20,1
Security System,9.743791710572404,4.963549522051007,1,3,21,1
Security System,20.393943231766777,3.104493664660452,1,3,47,1
Lights,10.532275034953134,5.634706748875991,1,1,19,1
Thermostat,13.472427048947804,6.728035907851876,1,2,2,1
Smart Speaker,5.927129118070495,0.3642622700098574,0,1,44,0
Smart Speaker,17.97230959080827,4.712130116185986,0,0,40,0
Camera,13.001725479363374,0.6710645173770833,1,1,30,0
Security System,19.51231193064803,1.9454135992743,1,1,23,0
Security System,18.847219155673734,5.649036467371934,1,3,55,1
Security System,5.552612054345671,8.67527026112925,1,0,40,0
Smart Speaker,17.317435438107417,8.839776223966,1,0,13,0
Camera,19.30127858685723,0.7924457003724497,1,1,33,1
Lights,8.633520158386284,4.249140354238396,0,0,32,0
Thermostat,4.556314153203452,5.871764181745057,1,0,28,0
Lights,0.5618556561203223,1.5559920550484,1,4,24,0
Smart Speaker,11.096235847688982,7.677778945773239,0,0,42,0
Security System,8.782169191162778,7.467929058528664,0,2,28,1
Thermostat,13.54038109489711,9.043076035697268,0,0,30,0
TV,16.943407408748207,2.7742392561320317,1,0,52,0
TV,13.378164912077656,4.092986346304236,0,5,16,0
TV,3.8019777262967227,0.2784741496105825,1,0,20,0
TV,13.566303029516725,3.4323340012466828,0,1,45,1
TV,17.186547759047013,2.576259635644881,1,4,10,1
TV,11.464133633167839,2.000593196037168,0,1,30,1
TV,19.205569585764007,6.594005675295298,1,5,31,1
TV,18.367472722236922,0.9910936095766831,1,4,57,0
TV,7.97791575213116,9.110271935250829,0,0,48,0
TV,14.220925001652033,0.7640665943563651,1,0,10,1
TV,10.364523309403188,8.820818703436238,0,3,19,1
TV,17.848031563404756,5.9572117707254595,0,3,33,1
TV,6.068819068540691,4.780380050375253,1,3,7,0
TV,19.748183140149585,9.18580801167584,1,4,25,0
TV,7.386436567286717,8.61185177651816,0,0,3,1
TV,15.618524145105912,8.058921033276595,1,0,55,1
TV,4.136902591556638,3.7146290908999124,0,5,18,0
TV,9.302619640995974,5.0905465875023035,1,5,18,1
TV,18.201897844053878,6.38685367980616,1,5,1,1
TV,20.455768019072124,0.4764655297396869,1,0,39,1
TV,11.369995479582547,4.251501765076874,1,0,48,0
TV,5.0260582738236605,0.9693078364489705,1,4,26,1
TV,8.653148322431065,3.0112489759489836,0,2,3,1
TV,15.005856838314541,1.7443830746646338,1,0,47,0
TV,11.780109657073734,1.8109344134661165,1,4,18,1
TV,2.3579540065774,6.772840239097402,0,0,6,1
TV,7.768479952399344,5.950614744357168,1,2,19,1
TV,4.455091224005398,2.2536736169447877,0,5,13,1
TV,19.168550430330228,5.4058460021248,1,4,10,0
TV,1.9540375684076596,5.071233427973805,1,2,58,0
TV,16.26723309817851,5.3073328122838035,0,3,47,0
TV,12.644538431911634,0.549815288992368,0,0,43,0
TV,13.485520886056555,1.4528424320033173,1,3,4,0
TV,11.266004611270516,7.080969635015767,0,4,18,0
TV,6.437652709082981,9.998296267673147,1,5,29,0
TV,19.081665880293947,2.7591109715952844,1,4,53,0
TV,5.046295309795102,4.025956448411331,0,2,47,0
TV,10.069647898749931,9.624537977966778,1,4,2,1
TV,1.426132864855484,7.647908762171843,0,0,7,1
TV,8.638697292919003,0.15558108823137573,1,5,10,1
TV,16.097313880991933,0.3204472078999643,1,3,58,1
TV,13.221886331179094,4.543793899174772,1,4,26,1
TV,5.942494341259957,1.3489722847538477,1,2,42,1
TV,14.654548817283407,5.422541080583423,1,5,13,1
TV,3.227302770660551,2.506557429878966,1,4,45,0
TV,6.847261966878817,8.99512257991596,1,3,7,0
TV,10.956922061826104,8.406733541128325,1,4,46,0
TV,9.625781535472282,5.656942229366946,1,3,46,1
TV,11.843614002562227,8.752084079933319,0,2,27,1
TV,17.208216721362884,4.7878198412563115,1,4,5,0
TV,7.752354497613857,5.266492531243191,1,4,56,1
TV,17.237207925276948,7.679543864232567,0,2,8,0
TV,9.608095745184778,0.6776846713147477,1,2,27,1
TV,18.069605567466418,9.429726446033982,0,1,26,1
TV,3.7786038928662937,8.26707360632149,0,0,49,0
TV,18.405049566951533,6.647171475377668,1,2,3,0
TV,13.586916441396925,6.874106734783428,0,0,27,0
TV,11.722430491774517,0.8868548488033168,0,4,52,0
TV,10.982520897068987,8.760911224913432,1,3,23,0
TV,19.485244286911097,1.0580382462885585,0,4,30,1
TV,5.855248686423388,1.3727973312444308,0,3,23,0
TV,10.272559967643337,3.947238349447523,1,0,30,1
TV,1.2780076591002167,2.603893086961937,0,1,13,0
TV,9.43268229243388,3.9088716936761356,1,0,26,0
TV,6.512717401378559,2.77225860784153,1,1,38,1
TV,12.314467364224399,3.9002073141016247,1,2,39,0
TV,4.72036351086551,2.4496267291421514,0,4,59,1
TV,9.812303146672868,6.477223711819168,1,3,14,1
TV,10.422453765057456,9.006693444197868,0,0,41,1
TV,7.3434953024181,1.9889246745680988,0,4,17,0
TV,14.054924333582782,2.8219481632153567,1,1,10,0
TV,12.09462259266041,8.974974534379816,0,2,20,1
TV,11.392204480521931,6.149214286545153,0,2,55,1
TV,12.566569555218134,7.593071884565118,1,0,32,1
TV,1.2207535969266505,7.353659785765213,1,1,21,0
TV,20.33173510960671,9.785898454334415,1,4,9,1
TV,7.046870894953371,4.89841680667761,0,1,21,0
TV,17.529008996305627,0.9724359171119423,0,0,54,1
TV,7.377260772955142,5.114395066027578,0,1,23,0
TV,5.182562973954007,2.7950789165479772,1,2,33,1
TV,17.592367658430693,8.567144295154904,1,5,54,1
TV,19.608599612772494,9.492560772866375,0,2,42,0
TV,14.618696248794826,9.976648701511575,0,2,54,0
TV,19.887757003684026,0.7553512634547122,0,5,7,1
TV,12.074896583521106,5.317098422256904,0,4,25,0
TV,19.720387498550565,3.1636943052421183,0,2,15,1
TV,16.441529266961858,3.2092583641856764,1,4,8,1
TV,4.806555922801413,1.5373301125103944,1,0,27,0
TV,6.032289146464595,2.1755026056187123,0,2,43,0
TV,1.9199202033104092,9.348178782241025,0,0,47,0
TV,9.808962911618199,6.924660475529213,0,4,37,0
TV,9.010639551736682,4.04777866107789,1,1,3,0
TV,19.346537525222764,1.599338011740391,0,2,22,0
TV,3.388157517904541,2.0649873723925682,0,4,59,1
TV,12.218255965975981,8.737186983693727,1,3,55,1
TV,11.693768635863721,4.376067984217556,0,0,6,1
TV,17.753472798142926,7.230850140328629,0,1,36,1
TV,18.433894124209527,9.632183837895608,1,0,47,0
TV,13.793087906004901,8.395392618595679,1,3,25,1
TV,13.969210912102122,8.152435931456942,1,5,43,1
TV,9.628462272673886,6.611641097620989,1,4,33,1
TV,10.525492929500032,1.287740661555583,1,2,37,0
TV,7.213175600680094,7.23498867904954,0,2,29,1
TV,3.6722320118210163,5.179093981373699,1,1,11,0
TV,11.07083005687033,9.474239357942448,1,4,59,1
TV,10.743955531045161,2.1975717688151786,0,5,46,1
TV,12.209163370149057,3.210107879467893,0,2,25,0
TV,10.84850446180528,4.4721590008909216,0,3,44,0
TV,19.382207738836453,2.371348552643835,1,0,34,0
TV,4.621362000423094,6.922688415208297,1,2,22,1
TV,16.472338508954863,0.18123206217779408,0,5,12,1
TV,5.808746274548525,2.418602663843168,0,4,10,0
TV,19.38049475732018,3.9954443802340323,1,5,12,1
TV,6.349455160950791,2.8313609631997707,1,5,8,1
TV,12.721875322547628,1.199045154978453,0,5,49,1
TV,3.774652538606346,1.152020720691015,0,2,32,0
TV,8.74379694106986,1.2488865433334573,0,3,56,0
TV,16.33029428850687,3.300577155874247,0,4,14,1
TV,10.627107515562077,9.349287529975514,1,4,55,0
TV,1.6983062497387382,8.78372517529628,1,0,27,0
TV,15.74532576571486,6.737013213979449,0,5,18,1
TV,15.047851605633088,8.425477385619853,1,3,9,0
TV,3.2654487835076265,0.44746447196850614,1,3,44,0
TV,14.602959031528972,5.781211233063592,1,1,51,0
TV,3.0111496305817878,9.89095656380256,1,5,58,1
TV,5.0813214860202995,8.311091506448495,1,2,21,1
TV,18.100303777217473,0.5826889559636295,0,2,33,1
TV,20.00568527479048,3.8259360215109672,0,1,49,0
TV,10.747354418441962,8.46225314361031,1,2,48,0
TV,14.791573150769985,3.034711189800685,0,0,54,0
TV,12.23086960746001,0.250375690403698,1,2,41,0
TV,8.116974413313905,1.0269522946101628,1,1,59,0
TV,9.705413126939439,3.4530374089478233,1,3,44,1
TV,16.79869940075775,2.039082156554376,0,3,7,1
TV,16.895517829809435,0.7316260494289928,1,3,27,0
TV,17.572821274042823,6.831428835320433,0,2,15,1
TV,1.8475919570591262,7.528764808176876,0,2,3,0
TV,20.46838577686161,3.045928465058396,0,3,54,1
TV,3.969554383981643,2.572748504440826,0,4,40,1
TV,11.298519403377904,4.128243255980989,1,0,52,1
TV,4.813026549523418,5.668230317399039,0,5,40,0
TV,10.106370568823,1.0569522403438492,1,3,57,1
TV,20.97045295033215,0.48716554959407743,1,0,56,0
TV,19.788931851320065,9.39339513146768,1,4,20,0
TV,13.403638585454072,1.92430914315456,1,1,5,1
TV,3.000191145020571,3.3586555888454583,1,1,31,1
TV,17.374366278400444,9.599029819776469,1,4,24,1
TV,16.435505366925437,3.852167936864712,1,2,3,0
TV,4.428844457689777,3.8955918061666637,1,4,6,0
TV,7.331176206215954,8.48370724611074,0,5,38,0
TV,1.0281007267906186,2.7556722117130805,1,3,53,0
TV,19.291470671119214,0.796190134171636,0,0,50,1
TV,13.093371614918302,4.5293476229934795,1,5,55,1
TV,18.89754677070771,7.020212645080442,0,5,49,0
TV,10.121653592073514,9.371477581915675,0,5,38,0
TV,1.796833681999205,6.476870879548436,0,5,11,1
TV,17.608166255728868,3.972790615205435,1,4,46,0
TV,19.011702568471687,5.046034487007556,1,0,32,0
TV,1.0994979338906599,2.346627597349743,0,1,54,0
TV,1.4973604014172484,3.417554567517241,0,5,22,0
TV,7.853150794100625,5.0912110217859325,0,4,8,0
TV,17.40931854705822,0.28877905211265986,1,1,16,0
TV,2.042980739826671,4.045790373073958,1,0,53,0
TV,8.97973572490295,3.767313140773807,0,4,5,0
TV,11.491192727573605,3.372246767020315,0,2,8,1
TV,15.040220524118707,8.026841044463973,0,5,20,0
TV,8.901959631485667,7.389522105236919,1,2,51,0
TV,19.062087142952294,9.313340030482442,0,5,15,0
TV,16.49124751813995,4.835337988137198,1,5,32,1
TV,9.666539802446119,2.206150952811167,0,0,25,0
TV,11.543696504871319,0.08324851823697466,0,1,14,1
TV,11.904753585580382,5.3471396966324045,0,2,47,0
TV,16.553082286574263,9.338360814548475,1,1,57,0
TV,16.45830015973153,1.9859206555869169,1,2,11,1
TV,6.461450708713398,5.156389944807454,0,0,9,1
TV,20.51923491218903,7.886162958487574,0,0,14,0
TV,11.886818622228635,0.8361337810358183,1,4,41,0
TV,17.00849497358755,0.5670364670362849,1,2,12,1
TV,10.045240470795308,4.022851989940244,1,0,46,0
TV,3.410239588286789,6.909249388628452,0,2,19,0
TV,18.121394980240538,7.731263618363274,1,0,51,1
TV,17.237512186464294,4.371122785920067,1,4,29,0
TV,3.9383498338481417,1.8299353071678393,0,3,48,1
TV,15.36394856664572,3.190778981282103,0,5,50,1
TV,15.961256953211826,8.537160020163952,0,5,4,1
TV,13.31873130474253,1.5586579749681873,0,5,12,0
TV,7.958643113693352,0.9828884172802388,0,4,19,1
TV,4.7124186472127585,8.018411218035705,1,0,59,1
TV,9.82682178968357,2.5589438726831135,0,0,45,1
TV,14.165119365955801,5.475937622338568,1,5,35,1
TV,8.835653394501218,7.612454345762845,1,4,28,0
TV,1.942492254243319,5.935285680125062,1,1,27,0
TV,7.742526289247759,5.047751972492054,1,0,24,1
TV,19.809261658574034,9.115502934741404,1,4,28,0
TV,19.978880180632412,4.84563062988527,1,4,45,0
TV,15.637055103049965,5.045982123452855,0,1,6,0
TV,11.793761264699938,6.818101587600975,1,1,37,1
TV,7.328754265186021,3.6523743958411705,1,5,58,0
TV,18.233836429735668,1.851193993280612,1,2,43,0
TV,5.365297930107557,1.3403159856133529,1,5,33,1
TV,15.351925294751837,1.8414246864408945,0,4,21,0
TV,18.035493473558986,6.838159485126678,0,3,32,0
TV,1.2626458528079345,8.307064981658712,1,5,21,1
TV,7.682446946140381,5.972950587180849,0,5,42,1
TV,11.981601007161636,0.7519497682920107,0,2,49,1
TV,17.601057499918287,9.44389696288394,1,5,34,1
TV,8.29303603630487,1.5248714961270249,1,2,11,1
TV,6.316328140244595,8.782555173352197,1,4,59,1
TV,9.04472268438747,9.182919004050047,1,5,13,0
TV,7.969364343690034,6.3488265295547315,0,2,43,0
TV,6.631657357244948,9.748770783277447,0,4,3,1
TV,18.05437286604046,1.0264577480575277,1,0,16,1
TV,1.2376336795642775,1.6227951482577263,1,0,28,1
TV,10.519203474635828,7.137184844609759,0,4,16,0
TV,20.35822826226643,3.2338194559748645,0,5,21,0
TV,15.821468014514398,7.921053940533165,1,5,36,0
TV,13.426762085710948,1.0404349877579322,1,5,19,1
TV,2.749111560270198,5.57856191311227,1,1,38,0
TV,18.79921855969939,4.650179199464874,1,2,50,0
TV,18.47678384826542,1.814961972238447,0,1,43,0
TV,3.2910163263089878,4.9220873672086025,1,0,54,1
TV,5.00643872470323,8.052084244345078,0,5,14,0
TV,17.898287385485894,6.516072908664583,0,2,51,0
TV,4.547493139122326,5.8009496578508415,1,5,36,1
TV,5.178852336548184,2.1168410055859033,0,5,45,1
TV,11.385652019317757,0.8920839932355884,1,4,47,1
TV,2.885471943422581,8.649514614226494,1,4,2,0
TV,17.820517142383224,2.8014277896310547,1,4,57,1
TV,8.321307531279587,8.332608779716184,1,1,26,0
TV,12.027851842945022,1.2968584803049565,0,1,22,1
TV,15.537068608468731,3.5995229854640676,0,3,9,0
TV,11.06219778475846,8.586941910212362,0,4,49,0
TV,16.43179802342075,6.065212221943433,0,5,41,0
TV,3.8789986906896248,8.68872623903044,0,2,8,1
TV,17.17590383250585,1.714775816085855,1,4,57,1
TV,18.261606101615882,3.3551899741268643,0,0,5,1
TV,12.604178913564931,4.22448688778538,0,5,1,0
TV,7.975882866708525,1.0903415800601268,0,1,2,0
TV,5.552022749588492,3.5457610548282514,0,3,34,1
TV,5.952495481257984,7.602491633351901,1,0,24,1
TV,20.127323121289198,6.418518161371695,0,3,5,1
TV,9.059771943109462,2.2038245705319284,1,3,34,1
TV,7.327753145699311,9.457837195719693,0,3,14,0
TV,16.231782590640535,7.172106289306447,0,1,4,0
TV,2.8202583557891505,7.136517582428057,1,3,10,0
TV,1.8811216813729827,9.655787043532941,1,1,17,1
TV,8.109431048383728,7.717994229739259,1,4,24,0
TV,17.46084135652877,7.592456778559454,0,0,33,1
TV,16.23647922895195,0.06426338395745024,0,3,11,0
TV,9.250190851201452,1.7288563994555561,1,0,8,1
TV,18.99680477801534,9.013319446455839,1,4,47,1
TV,12.956615540647688,9.430640603076458,0,0,20,1
TV,18.415185020006753,4.9744192442296065,1,4,42,0
TV,4.9440479890725255,7.251849518947028,0,5,24,0
TV,17.068683655760044,0.6894852269707441,1,0,58,1
TV,18.529959712088036,0.5900941209497368,1,4,44,0
TV,18.225924130179635,7.67778794505225,0,5,11,1
TV,12.347170940707061,4.284310884759304,0,0,14,1
TV,17.058813994964893,6.398501235027952,0,5,12,0
TV,19.735093072707233,3.762383810885066,0,1,31,1
TV,20.19685279950977,6.145894759031123,0,1,17,0
TV,12.448998783092765,8.985047029724647,1,0,47,1
TV,17.536733102857557,3.419192160247415,0,4,2,0
TV,8.316871747564079,7.433857342257918,1,2,47,0
TV,17.440301650093406,4.654465757244983,0,2,11,1
TV,13.466527291925706,1.7544953243949013,1,0,40,1
TV,9.771785026431472,0.07808209704903257,1,1,37,1
TV,5.1903947994874375,9.863726604142018,1,2,55,0
TV,10.006767071671876,5.453012763884195,1,2,10,0
TV,9.934064087008027,3.1968993613796326,0,5,31,1
TV,1.1588963817159694,1.706450916452077,0,1,55,1
TV,17.85530156142703,2.789469607960473,0,2,15,0
TV,4.824842241014275,6.600666861949639,0,4,11,1
TV,1.8896002520486923,4.782190684938076,1,4,1,1
TV,10.614612266707375,5.255310366160181,1,1,32,1
TV,17.64580944485243,9.188210048365239,0,3,38,0
TV,6.287558104291168,4.229051166479531,1,0,59,1
TV,5.6620624999079325,5.762231855076142,1,5,8,1
TV,9.001449783118563,2.4271740116459215,0,0,53,1
TV,11.875992379262609,1.4794581183301314,1,3,29,1
TV,3.8417098194833534,1.8156450352962972,0,2,55,1
TV,5.140769609839738,6.213291158166232,1,2,58,0
TV,15.492314572146492,1.09834572875386,0,4,12,1
TV,7.5408352471455355,4.10620487688028,0,3,52,0
TV,20.215973986263286,3.143361319680756,1,1,2,1
TV,14.673081991477375,9.226018318703584,0,1,16,1
TV,8.887983249494745,1.052114804662908,1,4,52,1
TV,20.916765162478963,6.093522867639574,1,2,56,0
TV,6.767653185227568,4.446435381320506,1,0,53,0
TV,6.332615454005836,5.917554417443352,0,0,46,1
TV,16.194919468386406,9.024281247271427,0,0,13,1
TV,5.911028574060701,1.3002926480185895,0,1,24,0
TV,16.134556130118316,2.912823056763083,1,5,33,0
TV,11.89028016738479,9.906218021859477,1,2,2,0
TV,15.927224128391659,9.627823586635456,1,3,44,1
TV,20.251593240006866,8.48185281286337,1,2,6,0
TV,7.848225293677867,3.20464282696956,1,2,19,0
TV,14.190970788804044,4.2014836389016335,0,2,37,0
TV,1.3750262845525398,6.74946454286691,1,4,39,1
TV,19.953971080110648,2.29841445209626,0,0,32,0
TV,2.7433430607439515,1.9518906321702345,0,2,40,0
TV,19.16375421862287,1.141941714809449,1,1,41,0
TV,6.8854327170350285,2.1674243912276125,1,4,30,0
TV,20.00798534237432,4.50122457661751,0,5,40,1
TV,10.24588987156194,8.83848249578785,0,3,29,0
TV,13.347912442000341,3.2243832423130794,1,2,26,1
TV,1.6989232215545416,0.3640684245861392,0,0,9,0
TV,11.760053330199487,4.9313581578984,1,2,52,1
TV,2.2719025565157493,2.912210217922188,1,0,46,1
TV,13.997311677373538,1.2336637767239755,1,4,23,0
TV,9.113370904772568,0.41382030243673373,1,4,54,0
TV,4.273708757232605,8.125568928317431,1,5,22,0
TV,5.2663987850089,0.27145636461258227,1,0,10,1
TV,15.297855275992553,7.588549896271452,0,5,16,0
TV,4.325848146916708,1.4770992648777248,1,5,9,1
TV,15.028362878123348,7.803274359087037,0,0,13,0
TV,6.722414400601561,3.666871127500342,1,4,52,1
TV,12.086719496901063,8.14737355466881,1,1,23,1
TV,13.435788827913072,7.166728475039493,0,0,5,1
TV,3.7272606124845122,1.723738114745692,1,2,17,1
TV,2.709641487507527,0.5045774618821952,0,5,48,1
TV,19.03724738864034,6.495702858704768,0,1,25,1
TV,16.556149770370148,4.568428103651497,0,5,9,0
TV,14.580969304747724,0.32023348541197927,0,2,22,1
TV,17.462427744081285,4.63172353188357,1,4,58,0
TV,4.335093552374627,7.652564550998684,1,1,25,0
TV,6.584796509463805,3.845028404320953,0,2,51,0
TV,3.6236788606350614,3.1486760185784766,1,1,3,0
TV,16.28875049857307,6.972511085882255,1,1,34,0
TV,5.555081289425768,1.4576488393287945,1,4,9,1
TV,11.56089829423787,5.038340483620675,1,0,46,1
TV,5.665297791054415,7.464548371004399,0,0,5,1
TV,1.5820488432946758,9.952951762673555,1,4,12,0
TV,13.834583575804977,7.197944083725626,1,0,2,0
TV,12.851720441251711,9.650525173493612,1,3,2,0
TV,14.978510679296791,1.147447407101423,1,5,32,1
TV,17.28066815318261,4.782535069243212,0,4,29,1
TV,13.985987458717712,9.187811769622563,0,4,9,1
TV,5.8715050023294015,2.701283072398526,0,0,21,0
TV,19.189886769946742,5.885135687123667,0,4,49,1
TV,18.036012178127777,1.74715224744175,0,0,42,0
TV,15.327154961217799,9.357713711765603,0,3,10,1
TV,18.04117198500378,1.7238841653792847,0,3,36,0
TV,1.9256170083064963,4.09587786982176,1,5,45,0
TV,5.934488409787646,9.568608453170581,0,4,51,1
TV,18.393000426352774,7.49881940777677,1,2,56,0
TV,3.079989924178207,0.26204546535941287,1,2,49,1
TV,11.438001815686025,8.907806454149231,1,5,54,0
TV,18.825873584616197,4.641126933926259,0,3,3,0
TV,9.370974955716914,0.19739587421393145,1,1,12,0
TV,1.2038034961350688,8.096748968962247,1,0,8,0
TV,14.699074779591838,3.063289802832889,1,5,14,1
TV,9.36900914813475,0.1288621053363881,0,4,56,0
TV,3.9712295759626373,2.028324707934799,1,0,50,1
TV,20.545990726962973,5.20836912471122,0,1,5,1
TV,4.973070125708746,0.6069643599868213,1,2,26,0
TV,8.763597194742166,6.5913090553215365,0,4,37,1
TV,5.802805877586199,1.8695201951816787,1,4,47,1
TV,16.72617955843043,2.568918687562376,1,5,12,1
TV,17.448376861644967,4.475585397546808,0,3,22,0
TV,7.124503408546644,3.3242496911744213,0,3,32,1
TV,17.314319053983706,2.8414416508141436,0,3,3,1
TV,10.5793838518357,0.2623585619799951,1,0,59,1
TV,8.75069785796629,0.1857789692700007,1,1,12,0
TV,3.729580750795788,2.59368651614011,1,3,33,0
TV,19.112427375073736,1.5237886474817297,1,4,50,1
TV,18.514425384671814,5.334388580886008,1,0,31,1
TV,14.08387401264872,2.0682910276770015,1,2,10,1
TV,16.4400848422976,5.273363144083563,1,3,59,0
TV,16.875775766361414,6.89230755645505,0,1,41,1
TV,5.958497764068643,5.824209316302671,1,4,44,1
TV,12.742909649166581,0.07662499627381081,0,4,24,1
TV,17.22406800375759,8.47969584886231,0,5,42,0
TV,9.773157073516987,9.844251185467863,0,3,21,1
TV,12.496531148852506,1.6455632662274366,0,2,51,1
TV,17.183002715058276,1.8403821265626608,0,1,6,1
TV,20.439422804588848,2.938246980005946,1,4,59,1
TV,9.487676571467059,7.6838689108323655,1,4,55,1
TV,10.946150360687678,2.1544873713120563,1,2,8,1
TV,19.142718738862655,5.569997105592673,0,4,18,1
